entry,school,category,castUI,dispel,mechanic,attributes,attributesEx,attributesEx2,attributesEx3,attributesEx4,stances,stancesNot,targets,targetCreatureType,requiresSpellFocus,casterAuraState,targetAuraState,castingTimeIndex,recoveryTime,categoryRecoveryTime,interruptFlags,auraInterruptFlags,channelInterruptFlags,procFlags,procChance,procCharges,maxLevel,baseLevel,spellLevel,durationIndex,powerType,manaCost,manCostPerLevel,manaPerSecond,manaPerSecondPerLevel,rangeIndex,speed,modelNextSpell,stackAmount,totem1,totem2,reagent1,reagent2,reagent3,reagent4,reagent5,reagent6,reagent7,reagent8,reagentCount1,reagentCount2,reagentCount3,reagentCount4,reagentCount5,reagentCount6,reagentCount7,reagentCount8,equippedItemClass,equippedItemSubClassMask,equippedItemInventoryTypeMask,effect1,effect2,effect3,effectDieSides1,effectDieSides2,effectDieSides3,effectBaseDice1,effectBaseDice2,effectBaseDice3,effectDicePerLevel1,effectDicePerLevel2,effectDicePerLevel3,effectRealPointsPerLevel1,effectRealPointsPerLevel2,effectRealPointsPerLevel3,effectBasePoints1,effectBasePoints2,effectBasePoints3,effectBonusCoefficient1,effectBonusCoefficient2,effectBonusCoefficient3,effectMechanic1,effectMechanic2,effectMechanic3,effectImplicitTargetA1,effectImplicitTargetA2,effectImplicitTargetA3,effectImplicitTargetB1,effectImplicitTargetB2,effectImplicitTargetB3,effectRadiusIndex1,effectRadiusIndex2,effectRadiusIndex3,effectApplyAuraName1,effectApplyAuraName2,effectApplyAuraName3,effectAmplitude1,effectAmplitude2,effectAmplitude3,effectMultipleValue1,effectMultipleValue2,effectMultipleValue3,effectChainTarget1,effectChainTarget2,effectChainTarget3,effectItemType1,effectItemType2,effectItemType3,effectMiscValue1,effectMiscValue2,effectMiscValue3,effectTriggerSpell1,effectTriggerSpell2,effectTriggerSpell3,effectPointsPerComboPoint1,effectPointsPerComboPoint2,effectPointsPerComboPoint3,spellVisual1,spellVisual2,spellIconId,activeIconId,spellPriority,name,nameFlags,nameSubtext,nameSubtextFlags,description,descriptionFlags,auraDescription,auraDescriptionFlags,manaCostPercentage,startRecoveryCategory,startRecoveryTime,minTargetLevel,maxTargetLevel,spellFamilyName,spellFamilyFlags,maxAffectedTargets,dmgClass,preventionType,stanceBarOrder,dmgMultiplier1,dmgMultiplier2,dmgMultiplier3,minFactionId,minReputation,requiredAuraVision,customFlags
79,0,0,0,0,0,262400,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,222,0,1,0,0,Plans: Dragonscale Belt Buckle,4128894,,4128892,Teaches you how to create Dragonscale Belt Buckle.,4128894,,4128892,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
80,0,0,0,0,0,262400,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,108,0,1,0,0,Pattern: Stormreaver Gloves,4128894,,4128892,Teaches you how to sew Stormreaver Gloves.,4128894,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
82,0,0,0,0,0,262400,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,222,0,1,0,0,Plans: Dark Iron Belt Buckle,4128894,,4128892,Teaches you how to create Dark Iron Belt Buckle.,4128894,,4128892,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
83,0,0,0,0,0,65568,0,0,0,0,0,0,0,0,0,0,0,39,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4305,3824,7068,3864,4342,4291,0,0,8,3,3,3,1,2,0,0,-1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58134,0,0,0,0,0,0,0,0,0,0,0,1168,0,69,0,0,Stormreaver Gloves,4128894,,4128892,,4128892,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
85,0,0,0,0,0,65584,0,0,0,0,0,0,0,0,1,0,0,38,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5956,0,11371,7071,7078,12644,0,0,0,0,2,1,1,2,0,0,0,0,-1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,395,0,1,0,0,Dark Iron Belt Buckle,4128894,,4128892,,4128894,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
86,0,0,0,0,0,262400,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55321,0,0,0,0,0,93,0,0,0,0,0,108,0,1,0,0,Refined Dwarven Necklace,4128894,,4128876,Teaches you how to craft a Refined Dwarven Necklace.,4128894,,4128876,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,0,0,0,0
88,0,0,0,0,0,262400,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,222,0,1,0,0,Plans: Truesilver Belt Buckle,4128894,,4128892,Teaches you how to create Truesilver Belt Buckle.,4128894,,4128892,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
90,0,0,0,0,0,65584,0,0,0,0,0,0,0,0,1,0,0,38,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5956,0,6037,7071,7966,0,0,0,0,0,8,1,2,0,0,0,0,0,-1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,395,0,1,0,0,Truesilver Belt Buckle,4128894,,4128892,,4128894,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
92,0,0,0,0,0,262400,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,222,0,1,0,0,Plans: Enchanted Thorium Belt Buckle,4128894,,4128892,Teaches you how to create Enchanted Thorium Belt Buckle.,4128894,,4128892,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
93,0,0,0,0,0,65568,0,0,0,0,0,0,0,0,3,0,0,33,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55155,41326,3860,55249,6371,3466,55152,0,0,0,12,3,3,2,2,0,0,0,-1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,1168,0,1,0,0,Refined Dwarven Necklace,4128894,,4128876,,4128876,,4128876,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
95,0,0,0,0,0,65584,0,0,0,0,0,0,0,0,1,0,0,38,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5956,0,12655,7071,61673,12644,0,0,0,0,2,1,2,1,0,0,0,0,-1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,395,0,1,0,0,Enchanted Thorium Belt Buckle,4128894,,4128892,,4128894,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
97,0,0,0,0,0,262400,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,222,0,1,0,0,Plans: Obsidian Belt Buckle,4128894,,4128892,Teaches you how to create Obsidian Belt Buckle.,4128894,,4128892,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
98,0,0,0,0,0,262400,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55321,0,0,0,0,0,104,0,0,0,0,0,108,0,1,0,0,Refined Dwarven Necklace,4128894,,4128876,Teaches you how to craft a Refined Dwarven Necklace.,4128894,,4128876,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,0,0,0,0
102,0,0,0,0,0,65584,0,0,0,0,0,0,0,0,1,0,0,38,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5956,0,22203,7071,7076,7082,12644,0,0,0,2,1,1,1,2,0,0,0,-1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,395,0,1,0,0,Obsidian Belt Buckle,4128894,,4128892,,4128894,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
104,0,0,0,0,0,65568,0,0,0,0,0,0,0,0,3,0,0,33,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55155,41326,3860,55249,55247,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56112,0,0,0,0,0,0,0,0,0,0,0,1168,0,1,0,0,Ancient Dwarven Gemstone,4128894,,4128876,,4128876,,4128876,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
105,0,0,0,0,0,262400,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,108,0,1,0,0,Recipe: Elixir of Rapid Growth,4128894,,8323196,Teaches you how to make an Elixir of Rapid Growth.,4128894,,4128892,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
106,0,21,0,0,0,262160,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,1,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,6,0,1,1,0,1,1,0,0,0,0,0,0,0,1,9,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,138,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3361,0,95,0,0,Booze Berserk,4128894,,4128892,Increases the user's attack speed by $s1% and increases the Physical damage it deals by $s2 for $d.,4128894,"Attack speed increased by $s1%.
Physical damage dealt is increased by $s2.",4128894,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
115,0,0,0,0,0,65568,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4625,7068,3372,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56113,0,0,0,0,0,0,0,0,0,0,0,92,0,1,0,0,Elixir of Rapid Growth,4128894,,4128892,,4128892,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
117,0,0,0,0,0,384,268468224,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,407,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,6,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,1,0,0,Berserker Immunity Effect,4128894,,4128892,,4128894,,4128876,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
119,0,97,0,0,0,268501008,0,0,0,0,0,0,0,0,0,0,0,7,0,300000,15,128,0,0,101,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,50,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,32,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29790,0,0,0,0,0,0,0,0,703,0,11,0,0,Cooking Fire,4128894,,4128892,"Provides enough heat to sear, boil, or roast food!",4128894,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
121,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,14,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,64,53,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2722,0,0,0,0,0,0,0,0,215,0,1,0,0,Steel Belt Buckle,4128894,,8323196,Attaches a buckle to your belt that increases your Block Value by 10.,4128894,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
123,0,0,0,0,0,150995216,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,3,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,2512,0,0,Find Fish,4128894,,4128892,Displays nearby schools of fish on your minimap. Only one type of thing can be tracked at a time.,4128894,Looking for fish...,4128894,0,133,1500,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
125,0,0,0,0,0,65664,0,0,0,0,0,0,16384,0,0,0,0,28,0,0,31,0,0,0,101,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,33,118,0,1,1,0,1,1,0,0,0,0,5,0,0,-1,0,0,0,-1,-1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,356,0,0,0,0,0,0,0,93,0,336,0,0,Open Fishing Hole,4128894,,4128894,,4128894,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
129,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,4,0,0,31,0,0,0,101,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,97,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,353,0,1580,0,0,Snippy,16712190,,16712190,This feisty anthropod is not letting go of its home invader — which is you.,16712190,,16712190,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
333,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,2384,0,50,Quickfooted,8323198,Passive,8323198,Your movement speed is increased by $s1%. This stacks with other movement speed increasing effects.,4128894,,4128892,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
340,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,107,0,2384,0,0,Quickfooted,8323198,Passive,8323198,,8323196,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
386,0,0,0,1,0,0,32768,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,101,0,0,1,1,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,290,0,33,0,0,Flame Ward,8323198,,8323196,Render yourself immune to Fire damage for $d.,4128894,Immune to Fire damage.,4128894,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
1204,0,0,0,0,0,262400,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,0,0,0,0,0,108,0,1,0,0,Recipe: Fried Strider with a Side of Berries,4128894,,4128892,Teaches you how to cook Fried Strider with a Side of Berries.,4128894,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
1207,0,0,0,0,0,65568,0,0,0,0,0,0,0,0,4,0,0,14,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42010,42000,2692,0,0,0,0,0,1,1,2,0,0,0,0,0,-1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68513,0,0,0,0,0,0,0,0,0,0,0,3881,0,140,0,0,Fried Strider with a Side of Berries,4128894,,4128892,,4128892,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
9126,1,0,0,0,0,262160,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,30,0,0,1,0,0,1,0,0,0,0,0,0,0,0,299,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,248,0,86,0,50,Rage,4128894,,4128892,Increase Rage by 30.,4128894,,4128892,0,133,1500,0,0,0,0,0,1,0,-1,1,1,1,0,0,0,0
13348,0,0,0,0,0,537985280,0,0,0,0,0,1073742079,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,1,0,0,Flight Path: Stormwind Harbor to Balor,4128894,,4128844,,4128844,,4128844,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14306,0,0,0,0,0,262400,0,0,0,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14278,0,0,0,0,0,107,0,596,0,0,Ghostly Strike,8323198,,8323198,,8323196,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
17964,5,0,0,0,0,65664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,99,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,Shadow Trance,4128894,,4128892,,4128892,Your next Shadow Bolt is guaranteed to hit.,4128894,0,0,0,0,0,5,0,0,1,1,0,1,1,0,0,0,0,0
19398,0,0,0,0,0,671088640,0,0,0,0,0,0,0,0,0,0,0,1,60000,0,8,0,0,0,101,0,0,0,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,10,30,0,351,541,0,1,1,0,0,0,0,0,0,0,524,809,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,1,0,50,Tea,4128894,,4128892,Restores $s1 health and $s2 mana.,4128894,,4128892,0,0,0,0,0,13,0,0,1,0,-1,1,1,1,0,0,0,0
19910,2,0,0,0,12,16,136,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,62,62,32,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2816,0,15,0,0,Pyroclast Barrage,4128894,,4128892,Stuns the enemy.,4128894,Stunned.,4128894,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
20581,0,871,0,5,0,437583888,16,2621440,0,0,0,0,0,0,0,0,0,1,0,10000,15,2048,0,0,0,0,0,1,1,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,0,0,1,0,0,1,0,0,0,0,0,5,0,0,-1,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,103,122,0,Shadowmeld,4128894,Racial,4128894,"Activate to slip into the shadows, reducing the chance for enemies to detect your presence. Lasts until cancelled, moving, or for 2 seconds after either action. Night Elf Rogues and Druids with Shadowmeld are more difficult to detect while stealthed or prowling.",4128894,Shadowmelded.,4128894,0,0,0,0,0,8,0,0,0,0,-1,1,1,1,0,0,0,0
21570,0,0,0,0,0,0,0,0,1048576,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,850,0,497,0,0,Illusion: Forest Warden,4128894,Toy,4128892,You're not who you appear to be.,4128892,Who threatens the wilds?,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
